component,paper_specification,controlled_output,deterministic_control_passed,paper_derived_not_author_code,author_native_pipeline_executed,published_result_regenerated,paper_result_credit,boundary
news_impulse,paper-printed compact strategy listing,"{""action"": ""SELL AAPL"", ""confidence"": 0.3, ""reason"": """", ""risk_note"": ""abort if follow-through stalls"", ""size_mode"": ""probe_to_medium""}",True,True,False,False,False,"paper-derived mechanics only; not author code, native simulator/training/backtest execution, or published-result regeneration"
momentum_follow,paper-printed compact strategy listing,"{""action"": ""BUY AAPL"", ""confidence"": 0.20000000000000018, ""reason"": """", ""risk_note"": ""pair with hedge if the book becomes one-sided"", ""size_mode"": ""scalable""}",True,True,False,False,False,"paper-derived mechanics only; not author code, native simulator/training/backtest execution, or published-result regeneration"
risk_reset,paper-printed compact strategy listing,"{""action"": ""REDUCE"", ""confidence"": 0.42, ""reason"": """", ""risk_note"": ""no new positions until constraints cool"", ""size_mode"": ""reduce""}",True,True,False,False,False,"paper-derived mechanics only; not author code, native simulator/training/backtest execution, or published-result regeneration"
liquidity_rebate,paper-printed compact strategy listing,"{""action"": ""BUY AAPL"", ""confidence"": 0.47, ""reason"": """", ""risk_note"": ""stop when one-way news gaps appear"", ""size_mode"": ""liquidity""}",True,True,False,False,False,"paper-derived mechanics only; not author code, native simulator/training/backtest execution, or published-result regeneration"
volatility_breakout_literal,paper-printed compact strategy listing,"{""action"": ""HOLD"", ""confidence"": null, ""reason"": ""no compression-breakout pattern"", ""risk_note"": """", ""size_mode"": ""none""}",True,True,False,False,False,"paper-derived mechanics only; not author code, native simulator/training/backtest execution, or published-result regeneration"
size_bucket_rule,none/small/medium/large exposure fractions and share caps,"{""large"": [0.16, 1200], ""medium"": [0.09, 800], ""none"": [0.0, 0], ""small"": [0.04, 320]}",True,True,False,False,False,"paper-derived mechanics only; not author code, native simulator/training/backtest execution, or published-result regeneration"
ranking_score,rho trigger/text/prior/penalty equation,0.7,True,True,False,False,False,"paper-derived mechanics only; not author code, native simulator/training/backtest execution, or published-result regeneration"
v1_target,unique one-step rollout argmax,"""momentum""",True,True,False,False,False,"paper-derived mechanics only; not author code, native simulator/training/backtest execution, or published-result regeneration"
v2_score,four-horizon utility and blend equations for supplied inputs,2.42,True,True,False,False,False,"paper-derived mechanics only; not author code, native simulator/training/backtest execution, or published-result regeneration"
v3_score,quality plus distribution-control equation for supplied inputs,7.437999999999999,True,True,False,False,False,"paper-derived mechanics only; not author code, native simulator/training/backtest execution, or published-result regeneration"
stock_return_identity,100*(final/initial-1),50.28999999999999,True,True,False,False,False,"paper-derived mechanics only; not author code, native simulator/training/backtest execution, or published-result regeneration"
sandbox_implied_initial,invert stated return identity,8654.36370626682,True,True,False,False,False,"paper-derived mechanics only; not author code, native simulator/training/backtest execution, or published-result regeneration"
