dataset_path,dataset_blob_oid,record_index,record_sha256,system_payload_sha256,user_payload_sha256,assistant_payload_sha256,assistant_label,image_reference_present,image_url,image_path,image_dataset_blob_oid,image_current_blob_oid,image_sha256,image_bytes,image_width,image_height,image_mode,image_format,referenced_image_payload_recovered,complete_record_payload_recovered,paper_run_use_verified,paper_result_credit
test/single_cs_0510.jsonl,3bdd1a1c507d357630f227f5bd3991e49c3f43ef,0,96e2ade37cdccd35f50f30f701ee25ce56ab1cec1b2db5b3059bce18e4368666,848737271f6383cfb2ed86ad4cf7c12b047a6b1002450d9bd49216c1a5bf1c01,069cc60a9d9f4502aecdf5e59e0de741f54a454ec93905b43ccdfe37d3b11717,6bde37fbdc289ec420eeaa7db0c2952c5712f497c36234556c5054bb5de70462,Fall,True,https://raw.githubusercontent.com/lyc0603/multi-agent/refs/heads/main/figures/ohlc/avalanche-2_2023_22.png,figures/ohlc/avalanche-2_2023_22.png,e20d5648d03b2d46aa6f1f6a3a4549ae391fc2c9,e20d5648d03b2d46aa6f1f6a3a4549ae391fc2c9,ad288ca453ef2930f2daab2d58f19f05b3a6ba9d0f168f6cec28c4792e603a7e,56110,1000,800,RGBA,PNG,True,True,False,False
test/single_cs_0510.jsonl,3bdd1a1c507d357630f227f5bd3991e49c3f43ef,1,3c6d0365cdc9bfb64984ae6f0a71b047688c7f14a5d5623938ab64859a18787e,848737271f6383cfb2ed86ad4cf7c12b047a6b1002450d9bd49216c1a5bf1c01,f89de95a9d5672338c5eaad705b3da2b0705a1ba966254a0f2aaa3f561995187,0d64159f5a1584617b6099e0edca11e2d7ea0db848d8ba4903168613552e82ea,Fall,True,https://raw.githubusercontent.com/lyc0603/multi-agent/refs/heads/main/figures/ohlc/binancecoin_2023_22.png,figures/ohlc/binancecoin_2023_22.png,0ab2d9e54c5f3a9cc1c08aac5a2ad8f930050fb8,0ab2d9e54c5f3a9cc1c08aac5a2ad8f930050fb8,fa48b47cb7e9ff2ef36a484ffe28a50e7a226bbb555a6040210ad662075eb4c9,62171,1000,800,RGBA,PNG,True,True,False,False
test/single_cs_0510.jsonl,3bdd1a1c507d357630f227f5bd3991e49c3f43ef,2,c22084b73172e2d7f5b52ca7475932c542a8570676e02bcd83a933bde0f7dfef,848737271f6383cfb2ed86ad4cf7c12b047a6b1002450d9bd49216c1a5bf1c01,9594637760f98f5ac2cc0c20777662b791f4b6f9787e2bb01a8dc6f7faa53449,f8b0d5be2f56cde7329d50b784708cf379201500f77c6e01994580a3ce3f26d1,Fall,True,https://raw.githubusercontent.com/lyc0603/multi-agent/refs/heads/main/figures/ohlc/bitcoin_2023_22.png,figures/ohlc/bitcoin_2023_22.png,6030d9fd49ca9759c4f40a336e4117dd6368d8e6,6030d9fd49ca9759c4f40a336e4117dd6368d8e6,c8650760d076a866df668843a424a3e43b71da41b378516ef311a1954db3e52c,62584,1000,800,RGBA,PNG,True,True,False,False
test/single_cs_0510.jsonl,3bdd1a1c507d357630f227f5bd3991e49c3f43ef,3,f127649ff547fa978ae3214cddb10d57da2ba1035e57f3b9065b561825dddcbe,848737271f6383cfb2ed86ad4cf7c12b047a6b1002450d9bd49216c1a5bf1c01,bd6a2bd5e1f285dd4c704731ac8e5fcbf9d1f3e8352a502cbe71c57e100bda17,248fb85508029ea046f6f70eabc4913d2855ba136c27cfbeceda2f8667209d18,Fall,True,https://raw.githubusercontent.com/lyc0603/multi-agent/refs/heads/main/figures/ohlc/bitcoin-cash_2023_22.png,figures/ohlc/bitcoin-cash_2023_22.png,a3dd85c0b0a6b1f941ca1589d0e6fa89435f94cf,a3dd85c0b0a6b1f941ca1589d0e6fa89435f94cf,950598e712f75f0b9923a1ae25a11745eab0708975a490c2a049d52a5d3d2ec1,56488,1000,800,RGBA,PNG,True,True,False,False
test/single_cs_0510.jsonl,3bdd1a1c507d357630f227f5bd3991e49c3f43ef,4,7aef0de53e5068eadfa6e17124fda25e6d4f9d40690f06521d96e89ab25487b9,848737271f6383cfb2ed86ad4cf7c12b047a6b1002450d9bd49216c1a5bf1c01,4e9a2cee5958782cb4ecdf26d7aac008279c80146478b1e9c9e5cfee412ff37e,12cf6ca8603ad5aacf02d0dca7695d344b1545c6f641fdc96a1325f4e4a6ec97,Fall,True,https://raw.githubusercontent.com/lyc0603/multi-agent/refs/heads/main/figures/ohlc/cardano_2023_22.png,figures/ohlc/cardano_2023_22.png,59ed9aab5903fc2105cad83cc475ef6817996133,59ed9aab5903fc2105cad83cc475ef6817996133,964c81eb2cf40390157b2e8e8ae0ddeb96522cf532080554cf9886d3736d0e97,68851,1000,800,RGBA,PNG,True,True,False,False
test/single_cs_0510.jsonl,3bdd1a1c507d357630f227f5bd3991e49c3f43ef,5,be6106aad7a8ac32f936f1b438f7d719e56a25a875acd9d81f7f8a552b66cde5,848737271f6383cfb2ed86ad4cf7c12b047a6b1002450d9bd49216c1a5bf1c01,d541203abf5229beef0d99d78647d1fa6ad61c5f93599d396d98feff5982b878,7425824207aa2e531a68c1c7563b374548d2779f6c65f727330661744d0dd4d1,Fall,True,https://raw.githubusercontent.com/lyc0603/multi-agent/refs/heads/main/figures/ohlc/chainlink_2023_22.png,figures/ohlc/chainlink_2023_22.png,dffef68b7ff67f2471efa7dbf2a908fa480f384f,dffef68b7ff67f2471efa7dbf2a908fa480f384f,ebfc0139c9aead44f3189a18461e27740a61b116075ab44841e11134206207b6,60168,1000,800,RGBA,PNG,True,True,False,False
test/single_cs_0510.jsonl,3bdd1a1c507d357630f227f5bd3991e49c3f43ef,6,96965fa42ac7f91f0def9c42e296c1c34d958a432c38f3d0244c4c9a30ebd3a0,848737271f6383cfb2ed86ad4cf7c12b047a6b1002450d9bd49216c1a5bf1c01,729df2706dd0aeb5ce706e9ae20092aa4d1cf1be725adbf5fb38090dbd6ff367,6217930da871656bced7609bc2830e52b818c66108bb7cb4e842e7f404fdaa69,Fall,True,https://raw.githubusercontent.com/lyc0603/multi-agent/refs/heads/main/figures/ohlc/crypto-com-chain_2023_22.png,figures/ohlc/crypto-com-chain_2023_22.png,e317378bea8ea65d215aabf8038bbf540ba53d82,e317378bea8ea65d215aabf8038bbf540ba53d82,714720ccfe0249c10e13fdcb020991ec0d7012b67ba712de82dd3c6825d5942f,62913,1000,800,RGBA,PNG,True,True,False,False
test/single_cs_0510.jsonl,3bdd1a1c507d357630f227f5bd3991e49c3f43ef,7,8b602e2593ae544040b77c0bf93108326ed73d6a28407ce79d751cefb5aa820d,848737271f6383cfb2ed86ad4cf7c12b047a6b1002450d9bd49216c1a5bf1c01,94284740c50f7599988f810930def684fa1498e9e4653368215851eea4e9095d,4f18009b69734104860a3e8c5f110006a54b2f04a46901d68f9d91954a5cdd15,Fall,True,https://raw.githubusercontent.com/lyc0603/multi-agent/refs/heads/main/figures/ohlc/dogecoin_2023_22.png,figures/ohlc/dogecoin_2023_22.png,5eaf0b2b95cb16e490d4f38597c7879c53702510,5eaf0b2b95cb16e490d4f38597c7879c53702510,d288ee60b7af65efbcf72b073747ebff604d8dd1e3977984972e3396fb0c1972,59781,1000,800,RGBA,PNG,True,True,False,False
test/single_cs_0510.jsonl,3bdd1a1c507d357630f227f5bd3991e49c3f43ef,8,4598b545fabaeb823389421abd2d246e47c99855b0448bf240060a0cc14bb21a,848737271f6383cfb2ed86ad4cf7c12b047a6b1002450d9bd49216c1a5bf1c01,cb5ba1b79b16ec5e2b93a36ee8e4e58a31f92bb93336e337a616b0ee0abba11e,a97da6d0e2c15b9c35af99defb3231b06940ab02c31639e953f522498545cd40,Fall,True,https://raw.githubusercontent.com/lyc0603/multi-agent/refs/heads/main/figures/ohlc/eos_2023_22.png,figures/ohlc/eos_2023_22.png,7313ee72188b6bf6d5977f2801d5f38afe21150d,7313ee72188b6bf6d5977f2801d5f38afe21150d,9f0075631b7c134c90a5c50cb9876012a71460df01a72a4a51aced10c51932e4,61359,1000,800,RGBA,PNG,True,True,False,False
test/single_cs_0510.jsonl,3bdd1a1c507d357630f227f5bd3991e49c3f43ef,9,f4a33ee05d5cbbf4a80f7329c94f187ac38c04d4ad8f6af8540984e1b9dd7826,848737271f6383cfb2ed86ad4cf7c12b047a6b1002450d9bd49216c1a5bf1c01,af4da31b71c9e7e3a1fea0efff4d12896daca5921d13c8b09539998f18ca8b66,278a9b595d6f97b087bcf836bde403978e60dbf69fe6c2fafd08f9b001684d24,Fall,True,https://raw.githubusercontent.com/lyc0603/multi-agent/refs/heads/main/figures/ohlc/ethereum_2023_22.png,figures/ohlc/ethereum_2023_22.png,16e1f1f5a1f00a8088f5709a53ddd63b1cdf7400,16e1f1f5a1f00a8088f5709a53ddd63b1cdf7400,ff854e5d3569d0057b5cfa892328e8043173fe689dc52ceca0e7c762acf0c013,60884,1000,800,RGBA,PNG,True,True,False,False
