case,month,net_return,factor_replication_return,residual,selected_lambda
zero_cost_0,2009-08-31,-0.02387425664307342,-0.06911501940165232,0.0452407627585789,1000.0
zero_cost_0,2009-09-30,-0.02475759847309793,-0.01712073448911225,-0.007636863983985682,1000.0
zero_cost_0,2009-10-31,0.03918364488387437,0.023883505152797257,0.015300139731077116,1000.0
zero_cost_0,2009-11-30,-0.00551916091025698,-0.01483912976420978,0.009319968853952799,1000.0
zero_cost_0,2009-12-31,0.03263140204499969,0.046770951622703824,-0.014139549577704136,1000.0
zero_cost_0,2010-01-31,-0.09547694676377783,-0.04694162457523843,-0.0485353221885394,1000.0
zero_cost_0,2010-02-28,0.031014868144494976,0.04675558918527085,-0.01574072104077587,100.0
zero_cost_0,2010-03-31,0.011032915543746307,0.024117672073319777,-0.01308475652957347,1000.0
zero_cost_0,2010-04-30,0.003985957335756253,0.041224030380077326,-0.03723807304432107,1000.0
zero_cost_0,2010-05-31,0.013858088606487148,0.007472055503891189,0.006386033102595959,1000.0
zero_cost_0,2010-06-30,-0.021528438409750376,-0.0327637844272969,0.011235346017546527,1000.0
zero_cost_0,2010-07-31,-0.009564553313697351,0.013002214016268906,-0.022566767329966257,1000.0
zero_cost_0,2010-08-31,-0.016296217972158328,-0.009320019125368565,-0.006976198846789763,1000.0
zero_cost_0,2010-09-30,0.05588160243426645,0.011081139969578508,0.04480046246468794,1000.0
zero_cost_0,2010-10-31,0.014912462816272508,0.014923593719929674,-1.1130903657166277e-05,1000.0
zero_cost_0,2010-11-30,0.02964235342296571,0.04202266713682046,-0.012380313713854747,1000.0
zero_cost_0,2010-12-31,-0.040510694466060315,-0.04198957519408588,0.0014788807280255653,1000.0
zero_cost_0,2011-01-31,0.002524768510485058,-0.021588370190096122,0.02411313870058118,1000.0
zero_cost_0,2011-02-28,0.0242822813983343,0.015536000885272794,0.008746280513061505,100.0
zero_cost_0,2011-03-31,0.02698202392271371,0.025933300247674033,0.0010487236750396749,100.0
zero_cost_0,2011-04-30,-0.011703182491383957,0.008287588229507032,-0.01999077072089099,1000.0
zero_cost_0,2011-05-31,-0.00634386782780484,-0.0034506808112239333,-0.0028931870165809065,1000.0
zero_cost_0,2011-06-30,0.021531567877723545,0.019375596134652322,0.002155971743071222,100.0
zero_cost_0,2011-07-31,0.03130668298175439,0.023365610306141905,0.007941072675612483,100.0
zero_cost_0,2011-08-31,0.04316129565651676,0.01478921786580847,0.02837207779070829,100.0
zero_cost_0,2011-09-30,0.04531357992414613,0.0007479257187605526,0.04456565420538557,100.0
zero_cost_0,2011-10-31,-0.0742611284602393,-0.06270312786629201,-0.011558000593947293,100.0
zero_cost_0,2011-11-30,0.014654225704367212,0.0207480229675689,-0.006093797263201689,10.0
zero_cost_0,2011-12-31,0.027301586323447383,0.014529013665896023,0.01277257265755136,10.0
zero_cost_0,2012-01-31,-0.07467654753221312,-0.06080022747245496,-0.013876320059758154,10.0
zero_cost_0,2012-02-29,0.028473891657888335,0.019837737171168445,0.00863615448671989,10.0
zero_cost_0,2012-03-31,0.05023232699598341,0.02710095115050173,0.023131375845481677,10.0
zero_cost_0,2012-04-30,0.025644263450691564,0.009140774962776686,0.01650348848791488,10.0
zero_cost_0,2012-05-31,0.05208021096549901,0.0767478516828057,-0.024667640717306698,10.0
zero_cost_0,2012-06-30,-0.01668076408194575,-0.014764043633816518,-0.0019167204481292319,10.0
zero_cost_0,2012-07-31,0.020266006238700153,0.03144699639841045,-0.011180990159710295,10.0
zero_cost_0,2012-08-31,-0.012444626880087318,0.02399801093003431,-0.03644263781012163,10.0
zero_cost_0,2012-09-30,0.0002686123926755237,-0.0003972566967762832,0.0006658690894518069,10.0
zero_cost_0,2012-10-31,-0.024236352878859613,-0.02008423118005783,-0.004152121698801782,10.0
zero_cost_0,2012-11-30,0.015910549767770076,-0.004613304111604999,0.020523853879375074,10.0
zero_cost_0,2012-12-31,-0.033957026183252956,-0.03488072019544707,0.0009236940121941165,10.0
zero_cost_0,2013-01-31,-0.05501883479956473,-0.011782921977177724,-0.04323591282238701,10.0
zero_cost_0,2013-02-28,0.0169849572910627,0.009093393268814374,0.007891564022248327,10.0
zero_cost_0,2013-03-31,-0.01972645905936528,0.021709250782244185,-0.041435709841609464,10.0
zero_cost_0,2013-04-30,-0.0036855265945605863,0.00995694720696962,-0.013642473801530206,10.0
zero_cost_0,2013-05-31,0.022444504446412616,-1.685150745660597e-05,0.022461355953869222,10.0
zero_cost_0,2013-06-30,0.028694235449509897,-0.001693390955980571,0.03038762640549047,10.0
zero_cost_0,2013-07-31,-0.009057100610598046,0.0015865403441752408,-0.010643640954773288,100.0
zero_cost_0,2013-08-31,-0.023805989608639794,-0.00854878142902181,-0.015257208179617985,100.0
zero_cost_0,2013-09-30,0.042456744477969405,0.016232998261233682,0.026223746216735722,10.0
zero_cost_0,2013-10-31,0.012127696502835936,0.0003633740103283156,0.01176432249250762,100.0
zero_cost_0,2013-11-30,0.025001347127362766,0.009084471477043549,0.01591687565031922,100.0
zero_cost_0,2013-12-31,0.011447371502658574,-0.009512015414043664,0.02095938691670224,100.0
zero_cost_0,2014-01-31,0.041746683106293064,0.012287588375417578,0.029459094730875487,100.0
zero_cost_0,2014-02-28,0.016072845563890693,0.007496248791229967,0.008576596772660726,100.0
zero_cost_0,2014-03-31,-0.0683016031614829,-0.0536823363835347,-0.014619266777948198,100.0
zero_cost_0,2014-04-30,-0.01320422100851772,-0.04058873862938914,0.027384517620871417,1000.0
zero_cost_0,2014-05-31,0.036972415029458236,0.017499956074266906,0.01947245895519133,1000.0
zero_cost_0,2014-06-30,0.00967327998681505,0.01838810547894862,-0.008714825492133569,1000.0
zero_cost_0,2014-07-31,-0.015004045688004553,-0.007772234630660894,-0.007231811057343659,1000.0
