query_type,query,service,checked_at_utc,total_count,incomplete_results,public_payload_or_pointer_hit,native_model_or_strategy_execution_enabled,paper_result_credit,boundary
oid_sha256,3b15057d0e35dd46b53ee4908a666d22cb895970d78b1a81ab6fc42a03013ee7,GitHub authenticated global code search,2026-08-26T16:52:00Z,0,False,False,False,False,"bounded exact-hash/name search found no indexed public recovery; private, deleted, unindexed, or non-GitHub copies remain possible"
oid_sha256,125629f100aec4277a89251e081fca7e78191f6f818566bfc1b9f5e393f15697,GitHub authenticated global code search,2026-08-26T16:52:00Z,0,False,False,False,False,"bounded exact-hash/name search found no indexed public recovery; private, deleted, unindexed, or non-GitHub copies remain possible"
oid_sha256,44fc4462b52592b23378e97e2fd48d451c61fcbcd7d0c0db36be14093a8f7f1c,GitHub authenticated global code search,2026-08-26T16:52:00Z,0,False,False,False,False,"bounded exact-hash/name search found no indexed public recovery; private, deleted, unindexed, or non-GitHub copies remain possible"
oid_sha256,4a34b844a21c6122444ff6b9d9fb980182e28eb6a7efd5d90b41ae9168154b92,GitHub authenticated global code search,2026-08-26T16:52:00Z,0,False,False,False,False,"bounded exact-hash/name search found no indexed public recovery; private, deleted, unindexed, or non-GitHub copies remain possible"
oid_sha256,e363735b6ac8833ef45a69564a270746ca660e78cdab17acd00f20f7220669f8,GitHub authenticated global code search,2026-08-26T16:52:00Z,0,False,False,False,False,"bounded exact-hash/name search found no indexed public recovery; private, deleted, unindexed, or non-GitHub copies remain possible"
oid_sha256,71873cdffe2e04404cc5e91c731ced28c741e2fab7e06c36510c0820184d3da7,GitHub authenticated global code search,2026-08-26T16:52:00Z,0,False,False,False,False,"bounded exact-hash/name search found no indexed public recovery; private, deleted, unindexed, or non-GitHub copies remain possible"
distinctive_path,strict_rabo_sealed_strategy_signals.csv,GitHub authenticated global code search,2026-08-26T16:52:00Z,0,False,False,False,False,"bounded exact-hash/name search found no indexed public recovery; private, deleted, unindexed, or non-GitHub copies remain possible"
distinctive_path,strict_rabo_sealed_rabo_robustness.csv,GitHub authenticated global code search,2026-08-26T16:52:00Z,0,False,False,False,False,"bounded exact-hash/name search found no indexed public recovery; private, deleted, unindexed, or non-GitHub copies remain possible"
distinctive_directory,labo_evaluator_adapter,GitHub authenticated global code search,2026-08-26T16:52:00Z,0,False,False,False,False,"bounded exact-hash/name search found no indexed public recovery; private, deleted, unindexed, or non-GitHub copies remain possible"
distinctive_directory,qwen_regime_adapter,GitHub authenticated global code search,2026-08-26T16:52:00Z,0,False,False,False,False,"bounded exact-hash/name search found no indexed public recovery; private, deleted, unindexed, or non-GitHub copies remain possible"
