case,month,net_return,factor_replication_return,residual,selected_lambda
zero_cost_0,2009-08-31,0.025025204964626655,-0.08157047200369441,0.10659567696832106,1.0
zero_cost_0,2009-09-30,0.031217531171073846,-0.018331867407894987,0.04954939857896883,10.0
zero_cost_0,2009-10-31,-0.03889402583659805,-0.04707217313789034,0.008178147301292286,1.0
zero_cost_0,2009-11-30,0.0011216592354450442,-0.014625410141673638,0.015747069377118682,1.0
zero_cost_0,2009-12-31,0.010134582830800066,0.0024493131867820653,0.007685269644018,1.0
zero_cost_0,2010-01-31,-0.040620823848407255,-0.05189002031548616,0.011269196467078905,10.0
zero_cost_0,2010-02-28,0.020611747288113724,0.016604220301524093,0.00400752698658963,10.0
zero_cost_0,2010-03-31,0.02502037307022506,-0.022865748479915064,0.047886121550140125,10.0
zero_cost_0,2010-04-30,0.011752139172573383,0.0633863154303757,-0.051634176257802325,10.0
zero_cost_0,2010-05-31,-0.03061942370247684,-0.011479080109528007,-0.019140343592948833,10.0
zero_cost_0,2010-06-30,0.012207322503916639,-0.0016877761165554291,0.013895098620472068,100.0
zero_cost_0,2010-07-31,-0.06379966881939912,-0.018627906004851744,-0.04517176281454738,100.0
zero_cost_0,2010-08-31,0.05101391438552347,0.010078559345430883,0.04093535504009259,100.0
zero_cost_0,2010-09-30,-0.043032335932051004,0.0005183052471033369,-0.04355064117915434,100.0
zero_cost_0,2010-10-31,0.011950108824100714,0.03962297586189494,-0.02767286703779423,100.0
zero_cost_0,2010-11-30,0.048302989688160165,0.040821132760433615,0.00748185692772655,100.0
zero_cost_0,2010-12-31,0.003900883779549539,-0.04255246868978653,0.046453352469336066,100.0
zero_cost_0,2011-01-31,0.00023876565924918318,-0.017164254176375918,0.017403019835625103,100.0
zero_cost_0,2011-02-28,0.013708915428929805,0.003549479992381674,0.01015943543654813,100.0
zero_cost_0,2011-03-31,0.01740018748791899,0.011402624702709818,0.005997562785209173,10.0
zero_cost_0,2011-04-30,-0.0030213173070721606,0.013785720535666108,-0.01680703784273827,10.0
zero_cost_0,2011-05-31,0.008425938284106902,0.005941677681726563,0.0024842606023803395,10.0
